window,train_start,train_end,validation_start,validation_end,target,horizon,model,transform,feature_set,MAE,RMSE,sMAPE,R2,directional_accuracy,UP_count,DOWN_count,UP_recall,DOWN_recall,always_up_accuracy,always_down_accuracy,N
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,cape,1d,XGBoost,abs_change,full,914.3,1467.92,2.63,0.9906,97.9%,125,117,96.0%,100.0%,51.7%,48.3%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,cape,1d,Neural_Net,abs_change,full,4211.3,4904.4,13.15,0.8947,47.9%,125,117,3.2%,95.7%,51.7%,48.3%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,cape,1d,Ridge_Residual_Hybrid,abs_change,full,955.89,1414.45,2.83,0.9912,97.1%,125,117,100.0%,94.0%,51.7%,48.3%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,cape,1d,Validation_Weighted_Ensemble,abs_change,full,882.82,1381.16,2.58,0.9917,100.0%,125,117,100.0%,100.0%,51.7%,48.3%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,cape,7d,Persistence,level,none,6913.88,9260.94,19.46,0.626,N/A,138,104,N/A,N/A,57.0%,43.0%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,cape,7d,Naive_Mean_Change,abs_change,none,6904.03,9261.45,19.4,0.626,57.0%,138,104,100.0%,0.0%,57.0%,43.0%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,cape,7d,Ridge,abs_change,full,6186.88,7939.29,17.21,0.7251,76.9%,138,104,98.6%,48.1%,57.0%,43.0%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,cape,7d,XGBoost,abs_change,full,4090.22,6238.25,11.03,0.8303,98.3%,138,104,98.6%,98.1%,57.0%,43.0%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,cape,7d,Neural_Net,abs_change,full,6207.81,8641.98,18.52,0.6743,67.8%,138,104,60.9%,76.9%,57.0%,43.0%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,cape,7d,Ridge_Residual_Hybrid,abs_change,full,5327.96,6572.34,15.35,0.8116,86.4%,138,104,98.6%,70.2%,57.0%,43.0%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,cape,7d,Validation_Weighted_Ensemble,abs_change,full,4633.78,6153.57,13.13,0.8349,90.9%,138,104,98.6%,80.8%,57.0%,43.0%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,cape,14d,Persistence,level,none,10821.29,14477.77,30.39,0.121,N/A,139,103,N/A,N/A,57.4%,42.6%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,cape,14d,Naive_Mean_Change,abs_change,none,10789.14,14484.51,30.18,0.1201,57.4%,139,103,100.0%,0.0%,57.4%,42.6%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,cape,14d,Ridge,abs_change,full,7825.28,10753.19,21.87,0.5151,82.6%,139,103,97.8%,62.1%,57.4%,42.6%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,cape,14d,XGBoost,abs_change,full,6336.64,10228.48,17.38,0.5612,99.2%,139,103,100.0%,98.1%,57.4%,42.6%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,cape,14d,Neural_Net,abs_change,full,11581.87,15265.29,38.13,0.0227,59.5%,139,103,36.7%,90.3%,57.4%,42.6%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,cape,14d,Ridge_Residual_Hybrid,abs_change,full,7075.62,9721.7,20.09,0.6036,88.4%,139,103,98.6%,74.8%,57.4%,42.6%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,cape,14d,Validation_Weighted_Ensemble,abs_change,full,6140.64,9168.17,17.46,0.6475,89.3%,139,103,95.7%,80.6%,57.4%,42.6%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,cape,30d,Persistence,level,none,14402.2,18426.81,41.93,-0.3688,N/A,132,110,N/A,N/A,54.5%,45.5%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,cape,30d,Naive_Mean_Change,abs_change,none,14369.46,18444.26,41.6,-0.3714,54.5%,132,110,100.0%,0.0%,54.5%,45.5%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,cape,30d,Ridge,abs_change,full,7984.84,11015.95,23.04,0.5108,88.0%,132,110,84.1%,92.7%,54.5%,45.5%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,cape,30d,XGBoost,abs_change,full,8966.13,12705.85,26.88,0.3492,99.6%,132,110,99.2%,100.0%,54.5%,45.5%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,cape,30d,Neural_Net,abs_change,full,19737.82,24276.89,81.71,-1.3759,49.6%,132,110,9.8%,97.3%,54.5%,45.5%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,cape,30d,Ridge_Residual_Hybrid,abs_change,full,6748.23,9427.12,20.06,0.6417,94.6%,132,110,94.7%,94.5%,54.5%,45.5%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,cape,30d,Validation_Weighted_Ensemble,abs_change,full,6744.39,9536.24,20.1,0.6334,93.0%,132,110,91.7%,94.5%,54.5%,45.5%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,panamax,1d,Persistence,level,none,488.77,748.23,1.85,0.9889,N/A,130,111,N/A,N/A,53.7%,45.9%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,panamax,1d,Naive_Mean_Change,abs_change,none,488.27,747.77,1.84,0.9889,53.7%,130,111,100.0%,0.0%,53.7%,45.9%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,panamax,1d,Ridge,abs_change,full,392.47,631.31,1.5,0.9921,80.2%,130,111,92.3%,66.7%,53.7%,45.9%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,panamax,1d,XGBoost,abs_change,full,401.12,624.15,1.48,0.9922,99.6%,130,111,100.0%,100.0%,53.7%,45.9%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,panamax,1d,Neural_Net,abs_change,full,1131.49,1320.23,4.03,0.9653,47.1%,130,111,5.4%,96.4%,53.7%,45.9%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,panamax,1d,Ridge_Residual_Hybrid,abs_change,full,382.05,595.35,1.44,0.9929,91.7%,130,111,99.2%,83.8%,53.7%,45.9%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,panamax,1d,Validation_Weighted_Ensemble,abs_change,full,381.48,595.09,1.44,0.993,91.7%,130,111,99.2%,83.8%,53.7%,45.9%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,panamax,7d,Persistence,level,none,2599.29,3447.03,9.65,0.7388,N/A,139,103,N/A,N/A,57.4%,42.6%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,panamax,7d,Naive_Mean_Change,abs_change,none,2591.75,3441.94,9.61,0.7396,57.4%,139,103,100.0%,0.0%,57.4%,42.6%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,panamax,7d,Ridge,abs_change,full,2124.38,2864.96,7.9,0.8196,80.2%,139,103,73.4%,89.3%,57.4%,42.6%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,panamax,7d,XGBoost,abs_change,full,1834.86,2700.52,6.91,0.8397,100.0%,139,103,100.0%,100.0%,57.4%,42.6%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,panamax,7d,Neural_Net,abs_change,full,6492.19,7238.1,24.75,-0.1516,44.6%,139,103,4.3%,99.0%,57.4%,42.6%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,panamax,7d,Ridge_Residual_Hybrid,abs_change,full,1950.21,2658.18,7.28,0.8447,86.4%,139,103,81.3%,93.2%,57.4%,42.6%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,panamax,7d,Validation_Weighted_Ensemble,abs_change,full,1931.59,2652.48,7.22,0.8453,88.0%,139,103,84.2%,93.2%,57.4%,42.6%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,panamax,14d,Persistence,level,none,3695.67,4909.29,13.67,0.4205,N/A,139,103,N/A,N/A,57.4%,42.6%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,panamax,14d,Naive_Mean_Change,abs_change,none,3678.43,4897.55,13.57,0.4232,57.4%,139,103,100.0%,0.0%,57.4%,42.6%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,panamax,14d,Ridge,abs_change,full,3652.45,4328.35,13.22,0.5495,64.0%,139,103,39.6%,97.1%,57.4%,42.6%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,panamax,14d,XGBoost,abs_change,full,2721.79,3716.57,10.26,0.6679,100.0%,139,103,100.0%,100.0%,57.4%,42.6%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,panamax,14d,Neural_Net,abs_change,full,11622.9,12863.89,49.07,-2.9791,45.0%,139,103,4.3%,100.0%,57.4%,42.6%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,panamax,14d,Ridge_Residual_Hybrid,abs_change,full,3572.07,4164.69,12.93,0.5829,69.0%,139,103,47.5%,98.1%,57.4%,42.6%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,panamax,14d,Validation_Weighted_Ensemble,abs_change,full,3225.46,3908.17,11.81,0.6327,75.6%,139,103,58.3%,99.0%,57.4%,42.6%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,panamax,30d,Persistence,level,none,5377.11,6781.15,20.19,-0.2738,N/A,152,90,N/A,N/A,62.8%,37.2%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,panamax,30d,Naive_Mean_Change,abs_change,none,5311.91,6754.41,19.84,-0.2638,62.8%,152,90,100.0%,0.0%,62.8%,37.2%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,panamax,30d,Ridge,abs_change,full,6372.99,7141.62,24.72,-0.4129,49.2%,152,90,19.1%,100.0%,62.8%,37.2%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,panamax,30d,XGBoost,abs_change,full,3264.82,4491.52,12.33,0.4411,100.0%,152,90,100.0%,100.0%,62.8%,37.2%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,panamax,30d,Neural_Net,abs_change,full,12850.19,14191.88,57.27,-4.5794,45.0%,152,90,12.5%,100.0%,62.8%,37.2%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,panamax,30d,Ridge_Residual_Hybrid,abs_change,full,5519.18,6220.85,20.96,-0.072,50.8%,152,90,21.7%,100.0%,62.8%,37.2%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,panamax,30d,Validation_Weighted_Ensemble,abs_change,full,5091.51,5754.3,19.18,0.0827,53.7%,152,90,26.3%,100.0%,62.8%,37.2%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,supramax,1d,Persistence,level,none,338.09,476.99,1.28,0.9962,N/A,158,84,N/A,N/A,65.3%,34.7%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,supramax,1d,Naive_Mean_Change,abs_change,none,336.76,476.41,1.28,0.9962,65.3%,158,84,100.0%,0.0%,65.3%,34.7%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,supramax,1d,Ridge,abs_change,full,324.51,484.23,1.19,0.9961,60.3%,158,84,67.7%,46.4%,65.3%,34.7%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,supramax,1d,XGBoost,abs_change,full,322.29,437.5,1.22,0.9968,62.0%,158,84,41.8%,100.0%,65.3%,34.7%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,supramax,1d,Neural_Net,abs_change,full,822.15,922.76,3.14,0.9859,34.7%,158,84,0.6%,98.8%,65.3%,34.7%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,supramax,1d,Ridge_Residual_Hybrid,abs_change,full,333.33,538.19,1.23,0.9952,69.0%,158,84,73.4%,60.7%,65.3%,34.7%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,supramax,1d,Validation_Weighted_Ensemble,abs_change,full,322.29,437.5,1.22,0.9968,62.0%,158,84,41.8%,100.0%,65.3%,34.7%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,supramax,7d,Persistence,level,none,2073.42,2759.06,7.95,0.8591,N/A,152,90,N/A,N/A,62.8%,37.2%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,supramax,7d,Naive_Mean_Change,abs_change,none,2065.2,2754.45,7.9,0.8595,62.8%,152,90,100.0%,0.0%,62.8%,37.2%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,supramax,7d,Ridge,abs_change,full,1768.2,2366.92,6.47,0.8963,68.2%,152,90,59.9%,82.2%,62.8%,37.2%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,supramax,7d,XGBoost,abs_change,full,1467.68,2229.67,5.55,0.908,99.2%,152,90,100.0%,97.8%,62.8%,37.2%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,supramax,7d,Neural_Net,abs_change,full,3147.18,3771.06,11.55,0.7367,40.9%,152,90,15.1%,84.4%,62.8%,37.2%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,supramax,7d,Ridge_Residual_Hybrid,abs_change,full,1678.73,2290.25,6.11,0.9029,73.1%,152,90,65.1%,86.7%,62.8%,37.2%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,supramax,7d,Validation_Weighted_Ensemble,abs_change,full,1541.86,2225.53,5.73,0.9083,95.0%,152,90,94.7%,95.6%,62.8%,37.2%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,supramax,14d,Persistence,level,none,3511.49,4613.42,13.63,0.554,N/A,158,84,N/A,N/A,65.3%,34.7%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,supramax,14d,Naive_Mean_Change,abs_change,none,3490.5,4603.0,13.5,0.556,65.3%,158,84,100.0%,0.0%,65.3%,34.7%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,supramax,14d,Ridge,abs_change,full,3321.37,4091.49,12.3,0.6492,62.8%,158,84,46.2%,94.0%,65.3%,34.7%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,supramax,14d,XGBoost,abs_change,full,2547.35,3640.5,9.86,0.7223,97.5%,158,84,96.2%,100.0%,65.3%,34.7%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,supramax,14d,Neural_Net,abs_change,full,6215.76,7174.73,23.95,-0.0788,42.1%,158,84,15.2%,92.9%,65.3%,34.7%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,supramax,14d,Ridge_Residual_Hybrid,abs_change,full,3204.5,3901.09,11.86,0.6811,68.6%,158,84,51.9%,100.0%,65.3%,34.7%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,supramax,14d,Validation_Weighted_Ensemble,abs_change,full,3039.28,3787.69,11.32,0.6993,74.4%,158,84,60.8%,100.0%,65.3%,34.7%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,supramax,30d,Persistence,level,none,5257.43,6619.36,20.68,-0.2679,N/A,166,76,N/A,N/A,68.6%,31.4%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,supramax,30d,Naive_Mean_Change,abs_change,none,5188.5,6584.44,20.3,-0.2546,68.6%,166,76,100.0%,0.0%,68.6%,31.4%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,supramax,30d,Ridge,abs_change,full,6207.45,6946.95,24.2,-0.3965,45.0%,166,76,19.9%,100.0%,68.6%,31.4%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,supramax,30d,XGBoost,abs_change,full,3879.5,5188.51,15.29,0.221,99.2%,166,76,98.8%,100.0%,68.6%,31.4%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,supramax,30d,Neural_Net,abs_change,full,12096.34,12751.82,53.47,-3.7054,40.1%,166,76,12.7%,100.0%,68.6%,31.4%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,supramax,30d,Ridge_Residual_Hybrid,abs_change,full,6002.72,6725.1,23.3,-0.3087,45.5%,166,76,20.5%,100.0%,68.6%,31.4%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,supramax,30d,Validation_Weighted_Ensemble,abs_change,full,8056.48,8815.77,32.65,-1.2489,44.6%,166,76,19.3%,100.0%,68.6%,31.4%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,handy,1d,Persistence,level,none,308.01,444.62,1.37,0.996,N/A,154,87,N/A,N/A,63.6%,36.0%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,handy,1d,Naive_Mean_Change,abs_change,none,307.05,444.15,1.36,0.996,63.6%,154,87,100.0%,0.0%,63.6%,36.0%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,handy,1d,Ridge,abs_change,full,294.24,447.0,1.27,0.996,69.0%,154,87,89.0%,34.5%,63.6%,36.0%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,handy,1d,XGBoost,abs_change,full,223.46,363.34,1.0,0.9973,99.6%,154,87,100.0%,100.0%,63.6%,36.0%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,handy,1d,Neural_Net,abs_change,full,564.17,677.93,2.46,0.9907,36.4%,154,87,3.2%,95.4%,63.6%,36.0%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,handy,1d,Ridge_Residual_Hybrid,abs_change,full,301.75,483.35,1.31,0.9953,75.2%,154,87,94.2%,42.5%,63.6%,36.0%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,handy,1d,Validation_Weighted_Ensemble,abs_change,full,223.46,363.34,1.0,0.9973,99.6%,154,87,100.0%,100.0%,63.6%,36.0%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,handy,7d,Persistence,level,none,1855.74,2501.04,8.34,0.8576,N/A,149,93,N/A,N/A,61.6%,38.4%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,handy,7d,Naive_Mean_Change,abs_change,none,1849.57,2497.18,8.3,0.858,61.6%,149,93,100.0%,0.0%,61.6%,38.4%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,handy,7d,Ridge,abs_change,full,1556.86,2208.46,6.79,0.889,89.3%,149,93,91.9%,84.9%,61.6%,38.4%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,handy,7d,XGBoost,abs_change,full,1372.14,2088.82,6.1,0.9007,98.8%,149,93,100.0%,96.8%,61.6%,38.4%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,handy,7d,Neural_Net,abs_change,full,2530.04,3074.91,10.86,0.7847,44.6%,149,93,16.1%,90.3%,61.6%,38.4%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,handy,7d,Ridge_Residual_Hybrid,abs_change,full,1404.89,2088.17,6.19,0.9007,95.9%,149,93,100.0%,89.2%,61.6%,38.4%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,handy,7d,Validation_Weighted_Ensemble,abs_change,full,1385.06,2083.47,6.11,0.9012,99.6%,149,93,100.0%,98.9%,61.6%,38.4%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,handy,14d,Persistence,level,none,3104.38,4253.09,14.16,0.5314,N/A,150,92,N/A,N/A,62.0%,38.0%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,handy,14d,Naive_Mean_Change,abs_change,none,3090.73,4244.56,14.04,0.5333,62.0%,150,92,100.0%,0.0%,62.0%,38.0%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,handy,14d,Ridge,abs_change,full,2742.52,3796.61,12.06,0.6266,78.9%,150,92,70.7%,92.4%,62.0%,38.0%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,handy,14d,XGBoost,abs_change,full,2373.16,3599.57,10.59,0.6643,100.0%,150,92,100.0%,100.0%,62.0%,38.0%,242
Window_1,2016-01-04,2020-12-24,2021-01-05,2021-12-24,handy,14d,Neural_Net,abs_change,full,4913.87,5775.95,21.6,0.1357,49.2%,150,92,18.0%,100.0%,62.0%,38.0%,242
